dataset	dimensions	fold	segment	rotation	allocation	pair	coordinate0	bits_per_coordinate	original_bits
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	4	264	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	5	266	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	6	268	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	7	270	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	8	272	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	9	274	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	10	276	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	11	278	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	12	280	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	13	282	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	14	284	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	15	286	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	16	288	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	17	290	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	18	292	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	19	294	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	20	296	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	21	298	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	22	300	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	23	302	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	24	304	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	25	306	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	26	308	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	27	310	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	28	312	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	29	314	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	30	316	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	31	318	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	32	320	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	33	322	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	34	324	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	35	326	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	36	328	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	37	330	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	38	332	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	39	334	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	40	336	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	41	338	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	42	340	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	43	342	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	44	344	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	45	346	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	46	348	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	47	350	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	48	352	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	49	354	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	50	356	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	51	358	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	52	360	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	53	362	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	54	364	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	55	366	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	56	368	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	57	370	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	58	372	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	59	374	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	60	376	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	61	378	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	62	380	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	63	382	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	64	384	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	65	386	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	66	388	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	67	390	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	68	392	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	69	394	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	70	396	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	71	398	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	72	400	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	73	402	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	74	404	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	75	406	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	76	408	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	77	410	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	78	412	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	79	414	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	80	416	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	81	418	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	82	420	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	83	422	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	84	424	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	85	426	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	86	428	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	87	430	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	88	432	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	89	434	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	90	436	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	91	438	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	92	440	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	93	442	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	94	444	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	95	446	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	96	448	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	97	450	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	98	452	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	99	454	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	100	456	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	101	458	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	102	460	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	103	462	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	104	464	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	105	466	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	106	468	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	107	470	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	108	472	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	109	474	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	110	476	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	111	478	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	112	480	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	113	482	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	114	484	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	115	486	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	116	488	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	117	490	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	118	492	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	119	494	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	120	496	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	121	498	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	122	500	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	123	502	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	124	504	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	125	506	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	126	508	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	127	510	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	128	512	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	129	514	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	130	516	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	131	518	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	132	520	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	133	522	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	134	524	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	135	526	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	136	528	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	137	530	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	138	532	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	139	534	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	140	536	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	141	538	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	142	540	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	143	542	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	144	544	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	145	546	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	146	548	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	147	550	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	148	552	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	149	554	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	150	556	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	151	558	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	152	560	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	153	562	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	154	564	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	155	566	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	156	568	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	157	570	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	158	572	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	159	574	4	4
gist	960	A_TO_B	2	QR	UNIFORM	0	256	4	4
gist	960	A_TO_B	2	QR	UNIFORM	1	258	4	4
gist	960	A_TO_B	2	QR	UNIFORM	2	260	4	4
gist	960	A_TO_B	2	QR	UNIFORM	3	262	4	4
gist	960	A_TO_B	2	QR	UNIFORM	4	264	4	4
gist	960	A_TO_B	2	QR	UNIFORM	5	266	4	4
gist	960	A_TO_B	2	QR	UNIFORM	6	268	4	4
gist	960	A_TO_B	2	QR	UNIFORM	7	270	4	4
gist	960	A_TO_B	2	QR	UNIFORM	8	272	4	4
gist	960	A_TO_B	2	QR	UNIFORM	9	274	4	4
gist	960	A_TO_B	2	QR	UNIFORM	10	276	4	4
gist	960	A_TO_B	2	QR	UNIFORM	11	278	4	4
gist	960	A_TO_B	2	QR	UNIFORM	12	280	4	4
gist	960	A_TO_B	2	QR	UNIFORM	13	282	4	4
gist	960	A_TO_B	2	QR	UNIFORM	14	284	4	4
gist	960	A_TO_B	2	QR	UNIFORM	15	286	4	4
gist	960	A_TO_B	2	QR	UNIFORM	16	288	4	4
gist	960	A_TO_B	2	QR	UNIFORM	17	290	4	4
gist	960	A_TO_B	2	QR	UNIFORM	18	292	4	4
gist	960	A_TO_B	2	QR	UNIFORM	19	294	4	4
gist	960	A_TO_B	2	QR	UNIFORM	20	296	4	4
gist	960	A_TO_B	2	QR	UNIFORM	21	298	4	4
gist	960	A_TO_B	2	QR	UNIFORM	22	300	4	4
gist	960	A_TO_B	2	QR	UNIFORM	23	302	4	4
gist	960	A_TO_B	2	QR	UNIFORM	24	304	4	4
gist	960	A_TO_B	2	QR	UNIFORM	25	306	4	4
gist	960	A_TO_B	2	QR	UNIFORM	26	308	4	4
gist	960	A_TO_B	2	QR	UNIFORM	27	310	4	4
gist	960	A_TO_B	2	QR	UNIFORM	28	312	4	4
gist	960	A_TO_B	2	QR	UNIFORM	29	314	4	4
gist	960	A_TO_B	2	QR	UNIFORM	30	316	4	4
gist	960	A_TO_B	2	QR	UNIFORM	31	318	4	4
gist	960	A_TO_B	2	QR	UNIFORM	32	320	4	4
gist	960	A_TO_B	2	QR	UNIFORM	33	322	4	4
gist	960	A_TO_B	2	QR	UNIFORM	34	324	4	4
gist	960	A_TO_B	2	QR	UNIFORM	35	326	4	4
gist	960	A_TO_B	2	QR	UNIFORM	36	328	4	4
gist	960	A_TO_B	2	QR	UNIFORM	37	330	4	4
gist	960	A_TO_B	2	QR	UNIFORM	38	332	4	4
gist	960	A_TO_B	2	QR	UNIFORM	39	334	4	4
gist	960	A_TO_B	2	QR	UNIFORM	40	336	4	4
gist	960	A_TO_B	2	QR	UNIFORM	41	338	4	4
gist	960	A_TO_B	2	QR	UNIFORM	42	340	4	4
gist	960	A_TO_B	2	QR	UNIFORM	43	342	4	4
gist	960	A_TO_B	2	QR	UNIFORM	44	344	4	4
gist	960	A_TO_B	2	QR	UNIFORM	45	346	4	4
gist	960	A_TO_B	2	QR	UNIFORM	46	348	4	4
gist	960	A_TO_B	2	QR	UNIFORM	47	350	4	4
gist	960	A_TO_B	2	QR	UNIFORM	48	352	4	4
gist	960	A_TO_B	2	QR	UNIFORM	49	354	4	4
gist	960	A_TO_B	2	QR	UNIFORM	50	356	4	4
gist	960	A_TO_B	2	QR	UNIFORM	51	358	4	4
gist	960	A_TO_B	2	QR	UNIFORM	52	360	4	4
gist	960	A_TO_B	2	QR	UNIFORM	53	362	4	4
gist	960	A_TO_B	2	QR	UNIFORM	54	364	4	4
gist	960	A_TO_B	2	QR	UNIFORM	55	366	4	4
gist	960	A_TO_B	2	QR	UNIFORM	56	368	4	4
gist	960	A_TO_B	2	QR	UNIFORM	57	370	4	4
gist	960	A_TO_B	2	QR	UNIFORM	58	372	4	4
gist	960	A_TO_B	2	QR	UNIFORM	59	374	4	4
gist	960	A_TO_B	2	QR	UNIFORM	60	376	4	4
gist	960	A_TO_B	2	QR	UNIFORM	61	378	4	4
gist	960	A_TO_B	2	QR	UNIFORM	62	380	4	4
gist	960	A_TO_B	2	QR	UNIFORM	63	382	4	4
gist	960	A_TO_B	2	QR	UNIFORM	64	384	4	4
gist	960	A_TO_B	2	QR	UNIFORM	65	386	4	4
gist	960	A_TO_B	2	QR	UNIFORM	66	388	4	4
gist	960	A_TO_B	2	QR	UNIFORM	67	390	4	4
gist	960	A_TO_B	2	QR	UNIFORM	68	392	4	4
gist	960	A_TO_B	2	QR	UNIFORM	69	394	4	4
gist	960	A_TO_B	2	QR	UNIFORM	70	396	4	4
gist	960	A_TO_B	2	QR	UNIFORM	71	398	4	4
gist	960	A_TO_B	2	QR	UNIFORM	72	400	4	4
gist	960	A_TO_B	2	QR	UNIFORM	73	402	4	4
gist	960	A_TO_B	2	QR	UNIFORM	74	404	4	4
gist	960	A_TO_B	2	QR	UNIFORM	75	406	4	4
gist	960	A_TO_B	2	QR	UNIFORM	76	408	4	4
gist	960	A_TO_B	2	QR	UNIFORM	77	410	4	4
gist	960	A_TO_B	2	QR	UNIFORM	78	412	4	4
gist	960	A_TO_B	2	QR	UNIFORM	79	414	4	4
gist	960	A_TO_B	2	QR	UNIFORM	80	416	4	4
gist	960	A_TO_B	2	QR	UNIFORM	81	418	4	4
gist	960	A_TO_B	2	QR	UNIFORM	82	420	4	4
gist	960	A_TO_B	2	QR	UNIFORM	83	422	4	4
gist	960	A_TO_B	2	QR	UNIFORM	84	424	4	4
gist	960	A_TO_B	2	QR	UNIFORM	85	426	4	4
gist	960	A_TO_B	2	QR	UNIFORM	86	428	4	4
gist	960	A_TO_B	2	QR	UNIFORM	87	430	4	4
gist	960	A_TO_B	2	QR	UNIFORM	88	432	4	4
gist	960	A_TO_B	2	QR	UNIFORM	89	434	4	4
gist	960	A_TO_B	2	QR	UNIFORM	90	436	4	4
gist	960	A_TO_B	2	QR	UNIFORM	91	438	4	4
gist	960	A_TO_B	2	QR	UNIFORM	92	440	4	4
gist	960	A_TO_B	2	QR	UNIFORM	93	442	4	4
gist	960	A_TO_B	2	QR	UNIFORM	94	444	4	4
gist	960	A_TO_B	2	QR	UNIFORM	95	446	4	4
gist	960	A_TO_B	2	QR	UNIFORM	96	448	4	4
gist	960	A_TO_B	2	QR	UNIFORM	97	450	4	4
gist	960	A_TO_B	2	QR	UNIFORM	98	452	4	4
gist	960	A_TO_B	2	QR	UNIFORM	99	454	4	4
gist	960	A_TO_B	2	QR	UNIFORM	100	456	4	4
gist	960	A_TO_B	2	QR	UNIFORM	101	458	4	4
gist	960	A_TO_B	2	QR	UNIFORM	102	460	4	4
gist	960	A_TO_B	2	QR	UNIFORM	103	462	4	4
gist	960	A_TO_B	2	QR	UNIFORM	104	464	4	4
gist	960	A_TO_B	2	QR	UNIFORM	105	466	4	4
gist	960	A_TO_B	2	QR	UNIFORM	106	468	4	4
gist	960	A_TO_B	2	QR	UNIFORM	107	470	4	4
gist	960	A_TO_B	2	QR	UNIFORM	108	472	4	4
gist	960	A_TO_B	2	QR	UNIFORM	109	474	4	4
gist	960	A_TO_B	2	QR	UNIFORM	110	476	4	4
gist	960	A_TO_B	2	QR	UNIFORM	111	478	4	4
gist	960	A_TO_B	2	QR	UNIFORM	112	480	4	4
gist	960	A_TO_B	2	QR	UNIFORM	113	482	4	4
gist	960	A_TO_B	2	QR	UNIFORM	114	484	4	4
gist	960	A_TO_B	2	QR	UNIFORM	115	486	4	4
gist	960	A_TO_B	2	QR	UNIFORM	116	488	4	4
gist	960	A_TO_B	2	QR	UNIFORM	117	490	4	4
gist	960	A_TO_B	2	QR	UNIFORM	118	492	4	4
gist	960	A_TO_B	2	QR	UNIFORM	119	494	4	4
gist	960	A_TO_B	2	QR	UNIFORM	120	496	4	4
gist	960	A_TO_B	2	QR	UNIFORM	121	498	4	4
gist	960	A_TO_B	2	QR	UNIFORM	122	500	4	4
gist	960	A_TO_B	2	QR	UNIFORM	123	502	4	4
gist	960	A_TO_B	2	QR	UNIFORM	124	504	4	4
gist	960	A_TO_B	2	QR	UNIFORM	125	506	4	4
gist	960	A_TO_B	2	QR	UNIFORM	126	508	4	4
gist	960	A_TO_B	2	QR	UNIFORM	127	510	4	4
gist	960	A_TO_B	2	QR	UNIFORM	128	512	4	4
gist	960	A_TO_B	2	QR	UNIFORM	129	514	4	4
gist	960	A_TO_B	2	QR	UNIFORM	130	516	4	4
gist	960	A_TO_B	2	QR	UNIFORM	131	518	4	4
gist	960	A_TO_B	2	QR	UNIFORM	132	520	4	4
gist	960	A_TO_B	2	QR	UNIFORM	133	522	4	4
gist	960	A_TO_B	2	QR	UNIFORM	134	524	4	4
gist	960	A_TO_B	2	QR	UNIFORM	135	526	4	4
gist	960	A_TO_B	2	QR	UNIFORM	136	528	4	4
gist	960	A_TO_B	2	QR	UNIFORM	137	530	4	4
gist	960	A_TO_B	2	QR	UNIFORM	138	532	4	4
gist	960	A_TO_B	2	QR	UNIFORM	139	534	4	4
gist	960	A_TO_B	2	QR	UNIFORM	140	536	4	4
gist	960	A_TO_B	2	QR	UNIFORM	141	538	4	4
gist	960	A_TO_B	2	QR	UNIFORM	142	540	4	4
gist	960	A_TO_B	2	QR	UNIFORM	143	542	4	4
gist	960	A_TO_B	2	QR	UNIFORM	144	544	4	4
gist	960	A_TO_B	2	QR	UNIFORM	145	546	4	4
gist	960	A_TO_B	2	QR	UNIFORM	146	548	4	4
gist	960	A_TO_B	2	QR	UNIFORM	147	550	4	4
gist	960	A_TO_B	2	QR	UNIFORM	148	552	4	4
gist	960	A_TO_B	2	QR	UNIFORM	149	554	4	4
gist	960	A_TO_B	2	QR	UNIFORM	150	556	4	4
gist	960	A_TO_B	2	QR	UNIFORM	151	558	4	4
gist	960	A_TO_B	2	QR	UNIFORM	152	560	4	4
gist	960	A_TO_B	2	QR	UNIFORM	153	562	4	4
gist	960	A_TO_B	2	QR	UNIFORM	154	564	4	4
gist	960	A_TO_B	2	QR	UNIFORM	155	566	4	4
gist	960	A_TO_B	2	QR	UNIFORM	156	568	4	4
gist	960	A_TO_B	2	QR	UNIFORM	157	570	4	4
gist	960	A_TO_B	2	QR	UNIFORM	158	572	4	4
gist	960	A_TO_B	2	QR	UNIFORM	159	574	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	0	256	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	1	258	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	2	260	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	3	262	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	4	264	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	5	266	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	6	268	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	7	270	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	8	272	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	9	274	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	10	276	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	11	278	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	12	280	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	13	282	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	14	284	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	15	286	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	16	288	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	17	290	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	18	292	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	19	294	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	20	296	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	21	298	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	22	300	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	23	302	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	24	304	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	25	306	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	26	308	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	27	310	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	28	312	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	29	314	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	30	316	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	31	318	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	32	320	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	33	322	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	34	324	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	35	326	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	36	328	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	37	330	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	38	332	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	39	334	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	40	336	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	41	338	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	42	340	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	43	342	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	44	344	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	45	346	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	46	348	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	47	350	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	48	352	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	49	354	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	50	356	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	51	358	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	52	360	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	53	362	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	54	364	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	55	366	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	56	368	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	57	370	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	58	372	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	59	374	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	60	376	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	61	378	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	62	380	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	63	382	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	64	384	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	65	386	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	66	388	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	67	390	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	68	392	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	69	394	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	70	396	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	71	398	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	72	400	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	73	402	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	74	404	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	75	406	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	76	408	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	77	410	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	78	412	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	79	414	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	80	416	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	81	418	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	82	420	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	83	422	4	4
gist	960	A_TO_B	2	QR	ADAPTIVE	84	424	4	4
